barcode,desc,acost,adate,cat_type,locname,dept
0108-0011016800003  ,MAKITA CORDLESS DRILL 12V 3/8"" DF331DWYE                    ,7750,12/20/2024,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800004  ,MAKITA CORDLESS DRILL 12V 3/8"" DF331DWYE                    ,7750,12/20/2024,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800005  ,MAKITA CORDLESS DRILL 12V 3/8"" DF331DWYE                    ,7750,12/20/2024,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008583900008  ,MAKITA CORDLESS DRILL DF333DWYE                             ,9250,05/13/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008583900009  ,MAKITA CORDLESS DRILL DF333DWYE                             ,9250,05/13/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008583900010  ,MAKITA CORDLESS DRILL DF333DWYE                             ,9250,05/13/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011520900004  ,MAKITA CORDLESS HAMMER DRILL HP332DWYE W/ BATT              ,1305,05/13/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011520900005  ,MAKITA CORDLESS HAMMER DRILL HP332DWYE W/ BATT              ,1305,05/13/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011520900006  ,MAKITA CORDLESS HAMMER DRILL HP332DWYE W/ BATT              ,1305,05/13/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0010095100001  ,MAKITA GRINDER 9556HN                                       ,4250,05/30/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0010095100002  ,MAKITA GRINDER 9556HN                                       ,4250,05/30/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0010095100003  ,MAKITA GRINDER 9556HN                                       ,4250,05/30/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100001  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1480,05/30/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100002  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1480,05/30/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100003  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1480,05/30/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300004  ,MAKITA MIGHTERSAW LS1040                                    ,2066,06/11/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300005  ,MAKITA MIGHTERSAW LS1040                                    ,2066,06/11/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300006  ,MAKITA MIGHTERSAW LS1040                                    ,2066,06/11/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011905700001  ,MAKITA ANGLE GRINDER GA7020 7""                              ,8800,06/11/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011905700002  ,MAKITA ANGLE GRINDER GA7020 7""                              ,8800,06/11/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011905900001  ,MAKITA ANGLE GRINDER GA7090                                 ,7300,06/11/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011905900002  ,MAKITA ANGLE GRINDER GA7090                                 ,7300,06/11/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200016  ,MAKITA HAMMER DRILL HP1630K                                 ,5600,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200017  ,MAKITA HAMMER DRILL HP1630K                                 ,5600,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200018  ,MAKITA HAMMER DRILL HP1630K                                 ,5600,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800006  ,MAKITA CORDLESS DRILL                                       ,1580,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800007  ,MAKITA CORDLESS DRILL                                       ,1580,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800008  ,MAKITA CORDLESS DRILL                                       ,1580,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800009  ,MAKITA CORDLESS DRILL                                       ,1580,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800010  ,MAKITA CORDLESS DRILL                                       ,1580,08/01/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008897300001  ,EPSON L5290 WIFI AIO (INK TANK) PRINTER W/ADF               ,1265,10/02/2025,PRINTER                                           ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0009805300001  ,ACER LED20 K202QBI 19.5"" LED MONITOR (VGAHDMI)              ,2950,10/02/2025,MONITOR                                           ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0009974200001  ,EPSON LQ-310 DOT MATRIX PRINTER                             ,1471,10/02/2025,PRINTER                                           ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0011633400001  ,CPU SET I3                                                  ,1395,10/02/2025,CPU                                               ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012350500001  ,MAKITA ANGLE GRINDER GA9082 9                               ,1078,10/17/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0012350500002  ,MAKITA ANGLE GRINDER GA9082 9                               ,1078,10/17/2025,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0012365200001  ,MAKITA SASH ROUTER MOTOR FOR 4403                           ,5586,10/17/2025,MACHINE MOTOR                                     ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008583900011  ,MAKITA CORDLESS DRILL DF333DWYE                             ,9310,10/22/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008583900012  ,MAKITA CORDLESS DRILL DF333DWYE                             ,9310,10/22/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800011  ,MAKITA CORDLESS DRILL                                       ,1406,10/22/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800012  ,MAKITA CORDLESS DRILL                                       ,1406,10/22/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011016800013  ,MAKITA CORDLESS DRILL                                       ,1406,10/22/2025,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300007  ,MAKITA MIGHTERSAW LS1040                                    ,2066,10/27/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300008  ,MAKITA MIGHTERSAW LS1040                                    ,2066,10/27/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300009  ,MAKITA MIGHTERSAW LS1040                                    ,2066,10/27/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300010  ,MAKITA MIGHTERSAW LS1040                                    ,2066,10/27/2025,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0000584500001  ,TABLE SCALE                                                 ,1880,12/01/2025,SCALE                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0009974200002  ,EPSON LQ-310 DOT MATRIX PRINTER                             ,1471,12/15/2025,PRINTER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011321200003  ,HIK VISION DOME IP CAMERA 4MP 2.8MM(HWI-DI40H)              ,2429,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0011321200004  ,HIK VISION DOME IP CAMERA 4MP 2.8MM(HWI-DI40H)              ,2429,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012310600003  ,4MP 2.8MM BULLET TYPE IP CAMERA (DS2CD2047G2-LU             ,6360,01/30/2026,CCTV                                              ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012310600004  ,4MP 2.8MM BULLET TYPE IP CAMERA (DS2CD2047G2-LU             ,6360,01/30/2026,CCTV                                              ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012537000002  ,32 CHANNEL 4K NVR (DS-77 16NX1-K4 HIKVISION)                ,1228,01/30/2026,OTHERS                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012800000004  ,4MP 2.8MM DOME TYPE IP CAMERA(DS-2CD2143G2-IU               ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012800000005  ,4MP 2.8MM DOME TYPE IP CAMERA(DS-2CD2143G2-IU               ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012800000006  ,4MP 2.8MM DOME TYPE IP CAMERA(DS-2CD2143G2-IU               ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012801000005  ,4MP 2.MM BULLET TYPE IP CAMERA                              ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012801000006  ,4MP 2.MM BULLET TYPE IP CAMERA                              ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012801000007  ,4MP 2.MM BULLET TYPE IP CAMERA                              ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012801000008  ,4MP 2.MM BULLET TYPE IP CAMERA                              ,4365,01/30/2026,CAMERA                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0012991000001  ,CELLPHONE REALME C71 6+128GB                                ,6439,03/12/2026,CELLPHONE                                         ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100004  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1406,03/25/2026,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100005  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1406,03/25/2026,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100006  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1406,03/25/2026,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100007  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1406,03/25/2026,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0011659100008  ,MAKITA CORDLESS HAMMER DRILL  DHP485F003                    ,1406,03/25/2026,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0013094000001  ,EPSON EB-E12 XGA 3LCD PROJECTOR                             ,1928,03/25/2026,PROJECTOR                                         ,ALTURAS GLASS                 ,AG-ADMIN                                          
