barcode,desc,acost,adate,cat_type,locname,dept
0122-0012882200002  ,DS-2CD2147G2-L(2.8MM)(C) 4MP 24/7 COLORFUL IMAGING          ,5678 ,02/11/2026,CCTV                                              ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012882200003  ,DS-2CD2147G2-L(2.8MM)(C) 4MP 24/7 COLORFUL IMAGING          ,5678 ,02/11/2026,CCTV                                              ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012882900001  ,RG-AP820-L(V3) WI-FI 6 AX3000 INDOOR AP                     ,7225 ,02/11/2026,SWITCH                                            ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0009805300001  ,ACER LED20 K202QBI 19.5"" LED MONITOR (VGA HDMI)             ,2950 ,02/19/2026,MONITOR                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012925300001  ,MS (OEM) WINDOWS 11 HOME 64 BIT                             ,6870 ,02/19/2026,SOFTWARE                                          ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012925300002  ,MS (OEM) WINDOWS 11 HOME 64 BIT                             ,6870 ,02/19/2026,SOFTWARE                                          ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012927000001  ,CPU SET INTEL CORE I3                                       ,22345,02/19/2026,CPU                                               ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012927000002  ,CPU SET INTEL CORE I3                                       ,22345,02/19/2026,CPU                                               ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0013052800001  ,RIGID WHEEL BARROW                                          ,2455.,02/26/2026,OTHERS                                            ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0010134300001  ,EPSON L3210 AIO PRINTER                                     ,8090 ,02/27/2026,PRINTER                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600001  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600002  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600003  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600004  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600005  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600006  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600007  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600008  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600009  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012674600010  ,MTO FREE STANDING TABLE                                     ,4592.,03/09/2026,TABLE                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100001  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100002  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100003  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100004  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100005  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100006  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100007  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100008  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100009  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675100010  ,STAFF CHAIR LOWBACK                                         ,3395 ,03/09/2026,CHAIR                                             ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300001  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300002  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300003  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300004  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300005  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300006  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300007  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300008  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300009  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012675300010  ,DRAWERS MOBILE PEDESTAL                                     ,3492 ,03/09/2026,DRAWERS                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
