barcode,desc,acost,adate,cat_type,locname,dept,status
0116-0011672300001  ,SLIDING EXPANDED WIRE 2 PAN SS 72X94.5 USING SD             ,     43199.10,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011672500001  ,FIXED EXPANDED 4 PAN 184X128A A                             ,     13124.59,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011672700001  ,FIXED EXPANDED 5 PAN  228 9/16X 144 A                       ,     14800.72,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011672900001  ,SLIDING EXPANDED WIRE 2 PAN  SS W/4 FIXED                   ,     57129.62,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673100001  ,FIXED EXPANDED 7 PAN  308X158 1/2 A                         ,     34907.88,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673300001  ,USHAPE FIXED EXPANDED 11 PAN 308X158 1/2/ A                 ,     31835.32,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673500001  ,FIXED EXPANDED 8 PAN 331X146 A                              ,     22007.11,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673500002  ,FIXED EXPANDED 8 PAN 331X146 A                              ,     22007.11,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673700001  ,FIXED EXPANDED 3 PAN 117X115 A                              ,      9056.62,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673700002  ,FIXED EXPANDED 3 PAN 117X115 A                              ,      9056.62,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0011673700003  ,FIXED EXPANDED 3 PAN 117X115 A                              ,      9056.62,08/21/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0003229800001  ,WULI POWER SPRAYER 2HP (MODEL #WL25ASBC)                    ,     27900.00,09/09/2025,POWER SPRAYER                                     ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0003229800002  ,WULI POWER SPRAYER 2HP (MODEL #WL25ASBC)                    ,     27900.00,09/09/2025,POWER SPRAYER                                     ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0012633300001  ,RG- S2915-24GT4MS L24- PORT 1GE RJ45 LAYER 2+               ,     12946.43,12/10/2025,SWITCH                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0012242400001  ,FUJIDENZO CHILLER SUD220A 22CF                              ,     47457.14,01/10/2026,CHILLER                                           ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0010205500001  ,10000-61353 EXCH ECM PROGD - 1                              ,    259109.67,01/27/2026,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0012521000001  ,DRY TYPE TRANSFORMER 12KVA 3PH.60HZ..                       ,     93015.45,02/05/2026,TRANSFORMER                                       ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0010307700001  ,HONDA BRUSH CUTTER MODEL:GX35-UMK435                        ,     15625.00,02/24/2026,GRASS CUTTER                                      ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0012154900001  ,CARRIER 40CCG/38ASC DIRECT EXPANSION                        ,     81062.50,12/19/2025,OTHERS                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FA_TRAN             
0116-0012498600001  ,RG-S2915-24GT4MS-L(24 X 10/100/1000BASE-T                   ,     25892.86,02/20/2026,HUB                                               ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FA_TRAN             
0116-0009697500001  ,ACER LED20 K202QBI 19.5"" LED MONITOR                        ,      3258.93,03/03/2026,MONITOR                                           ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0013050800001  ,PROPELLER TYPE WALL MOUNTED FAN INDUSTRIAL TYPE             ,     41993.04,05/25/2026,FAN                                               ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
0116-0012203800001  ,CARRIER A/C WCARH024EC 2.5HP                                ,     25310.71,05/29/2026,AIRCON                                            ,MFI-HATCHERY QUEZON BILAR     ,HQB-QUEZON ADMIN                                  ,FAACQ               
