barcode,desc,acost,adate,ast_type,cat_type,est_life,locname,dept,status
0001152300001       ,FRENCH BREAD MOLDER (TECHNOPAST)                            ,     50000.00,08/15/1993,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-MANUAL1                                     ,                    
0001152500001       ,DOUGH BREAKER 4040                                          ,    258000.00,05/23/1995,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001152600001       ,DOUGH BREAKER 2020                                          ,    258000.00,05/26/1995,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001152800001       ,SPIRAL MIXER (TECHNOPAST) S#58050303                        ,     52000.00,03/20/1997,MACH. & EQPT.       ,MIXER                                             ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001152900001       ,FRENCH BREAD MOLDER (2)                                     ,     50000.00,05/23/1997,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-MANUAL1                                     ,                    
0001153200001       ,PLANETARY MIXER (BROA)                                      ,     71000.00,02/15/2004,MACH. & EQPT.       ,MIXER                                             ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153300001       ,SINMAG DOUGH ROUNDER                                        ,   2000000.00,04/11/2005,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153400001       ,COOKIES DEPOSITOR                                           ,   1150000.00,06/01/2005,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153600001       ,RESCH-IN TYPE CHILLER                                       ,     65000.00,12/13/2005,MACH. & EQPT.       ,CHILLER                                           ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153700001       ,SINMAG HUMIDIFYING DEVICE                                   ,     92150.00,01/16/2007,MACH. & EQPT.       ,OTHERS                                            ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153700002       ,SINMAG HUMIDIFYING DEVICE                                   ,     92150.00,01/16/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153800001       ,DOUGH SHEETER - JB(ROTONDA)                                 ,    280000.00,06/22/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001153900001       ,AUTOMATIC ROLLING MACHINE                                   ,    646000.00,11/30/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154000001       ,STAINLESS CHILLER 2 DOOR                                    ,     65000.00,11/08/2010,MACH. & EQPT.       ,CHILLER                                           ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154000002       ,STAINLESS CHILLER 2 DOOR                                    ,     65000.00,11/08/2010,MACH. & EQPT.       ,CHILLER                                           ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154100001       ,STAINLESS FREEZER 2 DOOR                                    ,     76000.00,11/08/2010,MACH. & EQPT.       ,FREEZER                                           ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154200001       ,SPIRAL MIXER 2 BAGGER SM-80T S#1019012                      ,    289000.00,12/06/2010,MACH. & EQPT.       ,MIXER                                             ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154300001       ,BREADLINE LONG MOLDER # CM3502                              ,    570000.00,11/18/2010,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154400001       ,BREADLINE 350A SLICE FOR SIDE PANNING                       ,     60000.00,11/18/2010,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154600001       ,HYDRAULIC DIVIDER (DIV-20)                                  ,    345000.00,01/05/2011,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154700001       ,SPIRAL MIXER 2-BAGGER SM-80T S#1314032                      ,    280000.00,10/03/2013,MACH. & EQPT.       ,MIXER                                             ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001154900001       ,RHEON ENCRUSTING MACHINE                                    ,   2383794.98,01/01/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,FOOD SERVICE COMMISSARY       ,FSCOM-FIXED ASSET DEPARTMENT                      ,FA_TRAN             
0001155300001       ,SINMAG SPIRAL  MIXER 1 BAGGER                               ,    220000.00,12/22/2008,MACH. & EQPT.       ,MIXER                                             ,        10,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001155400001       ,SUPER SAVER STEAMER                                         ,    254600.00,10/17/2009,MACH. & EQPT.       ,STEAMER                                           ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001155500001       ,EXTRA SIOPAO ROLLEY SET                                     ,     70000.00,10/17/2009,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001155600001       ,DIGITAL TEMPERATURE CONTROLLER                              ,      5823.50,10/24/2013,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-STORAGE GROUP                               ,                    
0001155700001       ,HORIZONTAL SLICER (JBV)                                     ,    150000.00,06/19/2006,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-REPACKING GROUP                             ,                    
0001155800001       ,AUTOMATIC CONTINOUS BAND SEALER                             ,     27000.00,09/01/2006,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-REPACKING GROUP                             ,                    
0001155900001       ,AUTOMATIC CONTINOUS BAND SEALER (H)                         ,     18500.00,09/20/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-REPACKING GROUP                             ,                    
0001156000001       ,BREAD SLICER MACHINE                                        ,     25000.00,10/27/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,ISLAND CITY MALL              ,ICM-BREAD COTTAGE                                 ,FA_TRAN             
0001156000002       ,BREAD SLICER MACHINE                                        ,     25000.00,10/27/2007,MACH. & EQPT.       ,OTHERS                                            ,         5,CEBO COMMISSARY               ,CEBO BS COMMISSARY                                ,FA_TRAN             
0001156100001       ,LOAF BAGGER                                                 ,     61750.00,11/30/2007,MACH. & EQPT.       ,OTHERS                                            ,         3,BAKESHOP COMMISSARY           ,BSCOM-REPACKING GROUP                             ,                    
0001156100002       ,LOAF BAGGER                                                 ,     61750.00,11/30/2007,MACH. & EQPT.       ,OTHERS                                            ,         3,BAKESHOP COMMISSARY           ,BSCOM-REPACKING GROUP                             ,                    
0001156100003       ,LOAF BAGGER                                                 ,     61750.00,11/30/2007,MACH. & EQPT.       ,OTHERS                                            ,         3,BAKESHOP COMMISSARY           ,BSCOM-REPACKING GROUP                             ,                    
0001156200001       ,BREAD SLICER SM 302NS                                       ,     44000.00,12/06/2010,MACH. & EQPT.       ,OTHERS                                            ,         5,ASC MAIN                      ,ASCM-BREADCOTTAGE                                 ,                    
0001156700001       ,KOLIN AIR CURTAIN 3FT                                       ,      8500.00,11/26/2010,MACH. & EQPT.       ,AIRCON                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-RELEASING GROUP                             ,                    
0001156700002       ,KOLIN AIR CURTAIN 3FT                                       ,      8500.00,11/26/2010,MACH. & EQPT.       ,AIRCON                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-RELEASING GROUP                             ,                    
0001156800001       ,PANASONIC KX TES824 (MAIN UNIT)                             ,     19500.00,06/05/2006,OFF. EQPT.          ,TELEPHONE                                         ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001157300001       ,CPU                                                         ,         1.00,09/11/2007,OFF. EQPT.          ,CPU                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001157400001       ,EXPANSION CARD KXTE8240X                                    ,     12000.00,09/11/2007,OFF. EQPT.          ,OTHERS                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001157500001       ,PANASONIC KXT7730 PROPRIETARY S#4737788                     ,       510.00,  /  /    ,OFF. EQPT.          ,FAX MACHINE                                       ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001157600001       ,CPU                                                         ,     13000.00,07/11/2008,OFF. EQPT.          ,CPU                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001157800001       ,SATO BARCODE PRINTER S# 7J032057                            ,     55000.00,10/30/2009,OFF. EQPT.          ,PRINTER                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001158400001       ,IWATA TIME RECORDER S# 0906455                              ,     14500.00,03/18/2010,OFF. EQPT.          ,TIMERECORDER                                      ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001158500001       ,CPU                                                         ,      9240.00,06/22/2010,OFF. EQPT.          ,CPU                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001158600001       ,DELL MONITOR S# 01V-3EQL                                    ,      5565.00,09/03/2010,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001159100001       ,DELL MONITOR S#36L3DNB                                      ,      5000.00,12/17/2013,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001159200001       ,CISCO IP PHONE 7911 S# FCH1450AM93                          ,     18078.51,03/31/2012,OFF. EQPT.          ,TELEPHONE                                         ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001159300001       ,CPU (ASUS MOTHERBOARD)                                      ,     17450.00,03/20/2009,OFF. EQPT.          ,CPU                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-SCALING GROUP                               ,                    
0001159300002       ,CPU (ASUS MOTHERBOARD)                                      ,     17450.00,03/20/2009,OFF. EQPT.          ,CPU                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-SCALING GROUP                               ,                    
0001159300003       ,CPU (ASUS MOTHERBOARD)                                      ,     17450.00,03/20/2009,OFF. EQPT.          ,CPU                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-SCALING GROUP                               ,                    
0001159400001       ,AOC LCD 18.5"" MONITOR                                       ,      4400.00,07/18/2012,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-SCALING GROUP                               ,                    
0001159400002       ,AOC LCD 18.5"" MONITOR                                       ,      4400.00,07/18/2012,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-SCALING GROUP                               ,                    
0001159400003       ,AOC LCD 18.5"" MONITOR                                       ,      4400.00,07/18/2012,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-SCALING GROUP                               ,                    
0001159600001       ,CPU (ASUS MOTHERBOARD)                                      ,      6980.00,03/20/2009,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-RELEASING GROUP                             ,                    
0001159900002       ,AOC 1619 SW 15"" LCD                                         ,      5100.00,03/20/2009,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-RELEASING GROUP                             ,                    
0001160100001       ,DELL MONITOR S#36R0SNU                                      ,      5000.00,12/13/2013,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-QA/QC GROUP                                 ,                    
0001160500001       ,DELL MONITOR  S#36L20GB                                     ,      5000.00,12/17/2013,OFF. EQPT.          ,MONITOR                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-ADMIN                                       ,                    
0001160800001       ,CALIPER KANON                                               ,      7528.00,  /  /    ,OTHERS              ,OTHERS                                            ,         3,BAKESHOP COMMISSARY           ,BSCOM-RESEARCH AND DEVELOPMENT                    ,                    
0001160900001       ,CALIPER MITOTUYO                                            ,      7528.00,05/30/2011,STR. EQPT           ,OTHERS                                            ,         3,BAKESHOP COMMISSARY           ,BSCOM-QA/QC GROUP                                 ,                    
0001161100001       ,VERTICAL SCANNER S#M70206786                                ,     17500.00,04/02/2014,STR. EQPT.          ,SCANNER                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-RELEASING GROUP                             ,                    
0001161200001       ,VERTICAL SCANNER S#M70206667                                ,     17500.00,04/02/2014,STR. EQPT.          ,SCANNER                                           ,         3,BAKESHOP COMMISSARY           ,BSCOM-RELEASING GROUP                             ,                    
0001161300001       ,STARMIX HAND DRYER                                          ,     11900.00,03/03/2010,STR. EQPT.          ,HAND DRYER                                        ,         5,BAKESHOP COMMISSARY           ,BSCOM-CUSTODIAN                                   ,                    
0001161500001       ,GAS RANGE LA GERMANIA                                       ,     11690.00,03/28/2005,MACH. & EQPT.       ,GAS RANGE                                         ,         5,BAKESHOP COMMISSARY           ,BSCOM-RESEARCH AND DEVELOPMENT                    ,                    
0001162000001       ,DEFENDER BENCH SCALE(150KG) S#00439166HN                    ,     60000.00,10/13/2011,MACH. & EQPT.       ,WEIGHING SCALE                                    ,         3,BAKESHOP COMMISSARY           ,BSCOM-WAREHOUSE GROUP                             ,                    
0001162800001       ,TWO OPEN TOP LP BURNER                                      ,     11493.75,10/17/2009,STR. EQPT.          ,BURNER                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-COOKED SPECIALTY GROUP                      ,                    
0001163400001       ,DEFENDER W.SCALE 3000 BENCH SCALE                           ,     60000.00,01/24/2013,MACH. & EQPT.       ,WEIGHING SCALE                                    ,         3,BAKESHOP COMMISSARY           ,BSCOM-BS PRODUCTION                               ,                    
0001163700001       ,ELECTRIC OVEN (GUANI)                                       ,     41500.00,01/02/1994,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001163700002       ,ELECTRIC OVEN (GUANI)                                       ,     41500.00,01/02/1994,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001163700003       ,ELECTRIC OVEN (GUANI)                                       ,     41500.00,01/02/1994,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001163900001       ,RACK OVEN (TECHNOPAST)                                      ,    745000.00,01/02/1997,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001164000001       ,EUROPA OVEN (SATORIVA)                                      ,    950000.00,01/02/1998,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001164100001       ,TWO OPEN TOP LP BURNER                                      ,     37230.00,05/31/2005,MACH. & EQPT.       ,BURNER                                            ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001164200001       ,SINMA ELECTRIC DECK OVEN                                    ,    514100.00,01/16/2007,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001164300001       ,FALCON SINMAG RACK OVEN                                     ,   1094160.00,10/16/2007,MACH. & EQPT.       ,OVEN                                              ,         5,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001164400001       ,RACK OVEN (ELECTRIC)                                        ,   1045000.00,10/24/2009,MACH. & EQPT.       ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001165800001       ,WALL HANG FAN                                               ,      4200.00,11/26/2011,MACH. & EQPT.       ,FAN                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-FLOWERETTES GROUP                           ,                    
0001165800002       ,WALL HANG FAN                                               ,      4200.00,11/26/2011,MACH. & EQPT.       ,FAN                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-HOUSEKEEPING GROUP                          ,                    
0001165800003       ,WALL HANG FAN                                               ,      4200.00,11/26/2011,MACH. & EQPT.       ,FAN                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-HOUSEKEEPING GROUP                          ,                    
0001165800004       ,WALL HANG FAN                                               ,      4200.00,11/26/2011,MACH. & EQPT.       ,FAN                                               ,         3,BAKESHOP COMMISSARY           ,BSCOM-HOUSEKEEPING GROUP                          ,                    
0001166000001       ,ISUZU ELF ALUM. VAN TRUCK PL#:RHD-231                       ,    440000.00,06/05/2009,TRNS. EQPT.         ,VEHICLE                                           ,        10,BAKESHOP COMMISSARY           ,BSCOM-DELIVERY GROUP                              ,                    
0001135700002       ,SS HOOD CANOPY (WALL TYPE)                                  ,     51320.00,12/13/2006,FUR. & FIXT.        ,HOOD CANOPY                                       ,         3,FSQ-RESEARCH AND DEVELOPMENT  ,FS&Q/R&D - FIXED ASSET DEPARTMENT                 ,FA_TRAN             
0001263600001       ,MOBILE TRAY RACK                                            ,     33000.00,11/05/2007,FUR. & FIXT.        ,RACK                                              ,        10,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        ,FA_TRAN             
0001263600002       ,MOBILE TRAY RACK                                            ,     33000.00,11/05/2007,FUR. & FIXT.        ,RACK                                              ,        10,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        ,FA_TRAN             
0001263600003       ,MOBILE TRAY RACK                                            ,     33000.00,11/05/2007,FUR. & FIXT.        ,RACK                                              ,        10,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        ,FA_TRAN             
