barcode,desc,acost,adate,cat_type,locname,dept,status
0119-0010194200001  ,DJ 230V 500 GPM 110PSI ( ALARM CHECK VALVE                  ,    704400.00,01/21/2025,MACH. & EQUIPMENT                                 ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0003509200001  ,ALPHA WATER HEATER                                          ,      5446.43,03/27/2025,HEATER                                            ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0003509200002  ,ALPHA WATER HEATER                                          ,      5446.43,03/27/2025,HEATER                                            ,MFI-BREEDER SUBAYON BILAR     ,BSB-SUBAYON ADMIN                                 ,FA_TRAN             
0119-0001696000001  ,NUTEX DIGITAL WEIGHING SCALE MODEL: SW-II SERIES            ,     14000.00,05/06/2025,WEIGHING SCALE                                    ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007721400001  ,SALTER DIAL HANGING SCALE                                   ,      8500.00,05/06/2025,WEIGHING SCALE                                    ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007721400002  ,SALTER DIAL HANGING SCALE                                   ,      8500.00,05/06/2025,WEIGHING SCALE                                    ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007721400003  ,SALTER DIAL HANGING SCALE                                   ,      8500.00,05/06/2025,WEIGHING SCALE                                    ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007721400004  ,SALTER DIAL HANGING SCALE                                   ,      8500.00,05/06/2025,WEIGHING SCALE                                    ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007636000001  ,MOTOPLUS HANDHELD RADIO                                     ,      2400.00,05/09/2025,RADIO HANDSET                                     ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007636000002  ,MOTOPLUS HANDHELD RADIO                                     ,      2400.00,05/09/2025,RADIO HANDSET                                     ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007636000003  ,MOTOPLUS HANDHELD RADIO                                     ,      2400.00,05/09/2025,RADIO HANDSET                                     ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0007636000004  ,MOTOPLUS HANDHELD RADIO                                     ,      2400.00,05/09/2025,RADIO HANDSET                                     ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0011595500001  ,BAJAJ MAXIMA CARGO                                          ,    181116.53,06/03/2025,MOTORCYCLE-SURPLUS                                ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0009780300006  ,APC- UPS UNINTERRUPTIBE POWER SUPPLY                        ,      2276.79,06/17/2025,UPS                                               ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0009780300007  ,APC- UPS UNINTERRUPTIBE POWER SUPPLY                        ,      2276.79,06/17/2025,UPS                                               ,MFI-BREEDER CANHAYUPON DIMIAO ,BCD-CANHAYUPON ADMIN                              ,FA_TRAN             
0119-0011725200001  ,DEEP FREEZE COOLER BOX 20LTR HG-C020                        ,      2285.53,07/17/2025,BOX                                               ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0011830000001  ,DEEP FREEZE COOLER BOX 40LTR HG-C040                        ,      4142.68,07/17/2025,BOX                                               ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0011595500002  ,BAJAJ MAXIMA CARGO                                          ,    181116.53,07/24/2025,MOTORCYCLE-SURPLUS                                ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0011579300001  ,EPSON ECOTANK L5290 AIO PRINTER                             ,     12138.39,08/07/2025,PRINTER                                           ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012356300001  ,SUBMERSIBLE MOTOR 5HP FRANKLIN 3P FR43M5/230/3              ,     40178.57,05/20/2024,OTHERS                                            ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012356400001  ,GOULDS SUBMERSIBLE PUMP 35GS50 PUMP ONLY                    ,     37500.00,05/20/2024,PUMP                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012542400001  ,STAINLESS SINK W/ STAND  60.X40.X.89M                       ,     17471.25,08/18/2025,SINK                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012542600001  ,STAINLESS TABLE W/SINK 1.5X71X.80M                          ,     43130.62,08/18/2025,TABLE                                             ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012542400002  ,STAINLESS SINK W/ STAND  60.X40.X.89M                       ,     17471.25,10/15/2025,SINK                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012542400003  ,STAINLESS SINK W/ STAND  60.X40.X.89M                       ,     17471.25,10/15/2025,SINK                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012542400004  ,STAINLESS SINK W/ STAND  60.X40.X.89M                       ,     17471.25,10/15/2025,SINK                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012542400005  ,STAINLESS SINK W/ STAND  60.X40.X.89M                       ,     17471.25,10/15/2025,SINK                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0110-0006803400002  ,PANELBOARD THERMOPLASTIC ENCLOSURE 40AT 2P                  ,      2903.20,01/27/2025,ELECTRICAL PARTS                                  ,COLONNADE MOHON               ,TALISAY MOHON-ADMIN                               ,FA_TRAN             
0110-0010910400001  ,NEMA-1 PANELBOARD 100AT 3P 12KAIC MCCB 220V BEIGE           ,     16555.65,01/27/2025,PANEL BOARD                                       ,COLONNADE MOHON               ,TALISAY MOHON-ADMIN                               ,FA_TRAN             
0110-0011191200001  ,JIYO SUBMERSIBLE PUMP 5HP 230V JSP_SN_25-26 SINGLE          ,     78000.00,04/16/2025,PUMP                                              ,MFI-BREEDER RIZAL BILAR       ,BRB-RIZAL ADMIN                                   ,FA_TRAN             
0110-0011191200002  ,JIYO SUBMERSIBLE PUMP 5HP 230V JSP_SN_25-26 SINGLE          ,     78000.00,04/16/2025,PUMP                                              ,MFI-BREEDER RIZAL BILAR       ,BRB-RIZAL ADMIN                                   ,FA_TRAN             
0110-0011191300001  ,JIYO DIGITAL CONTROL BOX 5HP COMPLETE W/CIRCUIT             ,     22000.00,04/16/2025,CIRCUIT BREAKER                                   ,MFI-BREEDER RIZAL BILAR       ,BRB-RIZAL ADMIN                                   ,FA_TRAN             
0110-0011365200001  ,LPP-MIC PANEL WALL MOUNTED 50A 3P 100AF 400V                ,     10499.40,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011365300001  ,2LPP-MIC PANEL WALL MOUNTED 50A 3P 100AF 40V                ,     10481.35,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011365400001  ,2LPP-MIC PANEL WALL MOUNTED 40A 3P 100AF 400V               ,     10481.35,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011365600001  ,2ACCU-MIC PANEL WALL MOUNTED 125A 3P 250AF 18KAIC           ,     15974.25,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011365800001  ,ACCU-MIC PANEL WALL MOUNTED 60A 3P 100AF 15KAIC             ,     10447.15,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011365900001  ,1ACCU-MIC PANEL WALL MOUNTED 160A 3P 250AF 18KAIC           ,     14687.95,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011366000001  ,1LPP-MIC PANEL WALL MOUNTED 50A 3P 100AF 15KAIC             ,     10517.45,02/27/2025,PANEL BOARD                                       ,MIC-UBAY                      ,MIC UBAY-ADMIN                                    ,FA_TRAN             
0110-0011368100001  ,DISTRIBUTION TRANSFORMER 50KVA                              ,    131100.00,02/26/2025,TRANSFORMER                                       ,MFI-GP FARM                   ,GPF-ADMIN                                         ,FA_TRAN             
0110-0011368100002  ,DISTRIBUTION TRANSFORMER 50KVA                              ,    131100.00,02/26/2025,TRANSFORMER                                       ,MFI-GP FARM                   ,GPF-ADMIN                                         ,FA_TRAN             
0110-0011368100003  ,DISTRIBUTION TRANSFORMER 50KVA                              ,    131100.00,02/26/2025,TRANSFORMER                                       ,MFI-GP FARM                   ,GPF-ADMIN                                         ,FA_TRAN             
0110-0011401000001  ,NEMA-1 PANEL BOARD SURFACE MOUNTED                          ,      3570.10,05/06/2025,PANEL BOARD                                       ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400080  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400081  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400082  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400083  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400084  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400085  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400086  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0110-0011336400087  ,FIRE HOSE 2 1/2 X100FT DOUBLE JACKET                        ,     13000.00,06/04/2025,FIRE HOSE                                         ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FA_TRAN             
0119-0012883500001  ,ELSSN TWS TROLLY SPK R ASTERIA                              ,     17856.25,12/04/2025,SPEAKER                                           ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012163200001  ,MAKITA ANGLE GRINDER 540 WATTS                              ,      3481.25,01/15/2026,GRINDER                                           ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012164800001  ,STANLEY BLOWER STPT600                                      ,      3124.78,01/15/2026,BLOWER                                            ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012167700001  ,BERNAMANN COMBINATION WRENCH SET(8MM-32MM)                  ,      5499.78,01/15/2026,TOOLS                                             ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
0119-0012902800001  ,SUBMERSIBLE PUMP STREAM PLUS 5HP                            ,     49107.14,03/26/2026,PUMP                                              ,MFI-BREEDER LAPSAON DIMIAO    ,BLD-LAPSAON ADMIN                                 ,FAACQ               
